"debateID","speakersN","congress","session","weekday","day","month","year","title","date"
5415,6,112,2,"Wednesday",15,"February",2012,"surface transportation act","2012-02-15"
5416,8,112,2,"Thursday",29,"March",2012,"surface transportation extension act of 2012","2012-03-29"
5417,16,112,2,"Thursday",15,"March",2012,"syria","2012-03-15"
5418,7,112,2,"Wednesday",19,"September",2012,"telemarketing fraud modernization act","2012-09-19"
5419,10,112,1,"Thursday",14,"April",2011,"the budget","2011-04-14"
5420,17,112,1,"Wednesday",25,"May",2011,"the budget","2011-05-25"
5421,6,112,2,"Monday",13,"February",2012,"the budget","2012-02-13"
5422,7,112,2,"Tuesday",14,"February",2012,"the budget","2012-02-14"
5423,6,112,2,"Wednesday",15,"February",2012,"the budget","2012-02-15"
5424,15,112,1,"Wednesday",13,"April",2011,"the debt","2011-04-13"
5425,10,112,1,"Wednesday",27,"July",2011,"the debt ceiling","2011-07-27"
5426,15,112,1,"Friday",29,"July",2011,"the debt ceiling","2011-07-29"
5427,5,112,2,"Wednesday",5,"December",2012,"the farm bill","2012-12-05"
5428,5,112,2,"Thursday",6,"December",2012,"the fiscal cliff","2012-12-06"
5429,6,112,2,"Wednesday",12,"December",2012,"the fiscal cliff","2012-12-12"
5430,7,112,2,"Thursday",13,"December",2012,"the fiscal cliff","2012-12-13"
5431,12,112,2,"Monday",31,"December",2012,"the fiscal cliff","2012-12-31"
5432,5,112,2,"Thursday",17,"May",2012,"the food and drug administration safety and innovation act--motion to proceed","2012-05-17"
5433,20,112,2,"Thursday",17,"May",2012,"the food and drug administration safety and innovation act--motion to proceed--continued","2012-05-17"
5434,5,112,2,"Monday",21,"May",2012,"the presiding officer. the senator from louisiana. the presiding officer. without objection, it is so ordered.","2012-05-21"
5435,7,112,1,"Wednesday",16,"November",2011,"the supercommittee","2011-11-16"
5436,6,112,1,"Wednesday",14,"September",2011,"trade agreements","2011-09-14"
5437,5,112,2,"Thursday",13,"December",2012,"transaction account guarantee extension act","2012-12-13"
5438,5,112,2,"Tuesday",11,"December",2012,"transaction account guarantee program extension act","2012-12-11"
5439,6,112,2,"Thursday",6,"December",2012,"transaction account guarantee program extension act--motion to proceed","2012-12-06"
5440,5,112,2,"Tuesday",27,"March",2012,"unanimous consent request--h.r. 1905","2012-03-27"
5441,15,112,1,"Wednesday",12,"October",2011,"united states-korea free trade agreement implementation act","2011-10-12"
5442,27,112,1,"Wednesday",12,"October",2011,"united states-korea free trade agreement implementation act--continued","2011-10-12"
5443,6,112,2,"Wednesday",19,"September",2012,"veterans jobs corps act of 2012","2012-09-19"
5444,17,112,2,"Wednesday",1,"August",2012,"veterans jobs corps act of 2012--motion to proceed","2012-08-01"
5445,8,112,2,"Monday",10,"September",2012,"veterans jobs corps act of 2012--motion to proceed","2012-09-10"
5446,9,112,2,"Tuesday",11,"September",2012,"veterans jobs corps act of 2012--motion to proceed","2012-09-11"
5447,14,112,2,"Wednesday",12,"September",2012,"veterans jobs corps act of 2012--motion to proceed","2012-09-12"
5448,24,112,2,"Wednesday",1,"August",2012,"veterans jobs corps act of 2012--motion to proceed--continued","2012-08-01"
5449,12,112,2,"Thursday",2,"August",2012,"veterans jobs corps act of 2012 motion to proceed--continued","2012-08-02"
5450,8,112,2,"Thursday",2,"August",2012,"veterans jobs corps act of 2012--motion to proceed--continued","2012-08-02"
5451,10,112,2,"Tuesday",11,"September",2012,"veterans jobs corps act of 2012--motion to proceed--continued","2012-09-11"
5452,10,112,2,"Thursday",26,"April",2012,"violence against women reauthorization act of 2011","2012-04-26"
5453,33,112,2,"Thursday",26,"April",2012,"violence against women reauthorization act of 2011--continued","2012-04-26"
5454,12,112,2,"Tuesday",17,"April",2012,"violence against women reauthorization act of 2011--motion to proceed","2012-04-17"
5455,15,112,2,"Thursday",19,"April",2012,"violence against women reauthorization act of 2011--motion to proceed","2012-04-19"
5456,8,112,2,"Monday",23,"April",2012,"violence against women reauthorization act of 2011--motion to proceed","2012-04-23"
5457,14,112,2,"Wednesday",25,"April",2012,"violence against women reauthorization act of 2011--motion to proceed","2012-04-25"
5458,5,112,2,"Monday",23,"April",2012,"violence against women reauthorization act of 2011--motion to proceed-- continued","2012-04-23"
5459,6,112,2,"Tuesday",7,"February",2012,"women's health","2012-02-07"
5460,5,112,2,"Friday",17,"February",2012,"women's health care","2012-02-17"
5461,5,113,2,"Thursday",6,"March",2014,"affordable care act","2014-03-06"
5462,22,113,2,"Monday",3,"February",2014,"agricultural act of 2014--conference report","2014-02-03"
5463,19,113,2,"Tuesday",4,"February",2014,"agricultural act of 2014--conference report","2014-02-04"
5464,12,113,2,"Thursday",30,"January",2014,"agricultural act of 2014--conference report--continued","2014-01-30"
5465,14,113,1,"Thursday",23,"May",2013,"agricultural reform, food, and jobs act of 2013--continued","2013-05-23"
5466,5,113,1,"Monday",20,"May",2013,"agriculture reform, food, and jobs act of 2013","2013-05-20"
5467,19,113,1,"Wednesday",22,"May",2013,"agriculture reform, food, and jobs act of 2013","2013-05-22"
5468,13,113,1,"Thursday",23,"May",2013,"agriculture reform, food, and jobs act of 2013","2013-05-23"
5469,8,113,1,"Monday",3,"June",2013,"agriculture reform, food, and jobs act of 2013","2013-06-03"
5470,6,113,1,"Thursday",6,"June",2013,"agriculture reform, food, and jobs act of 2013","2013-06-06"
5471,16,113,1,"Monday",10,"June",2013,"agriculture reform, food, and jobs act of 2013","2013-06-10"
5472,11,113,1,"Tuesday",21,"May",2013,"agriculture reform, food, and jobs act of 2013--continued","2013-05-21"
5473,10,113,1,"Wednesday",22,"May",2013,"agriculture reform, food and jobs act of 2013--continued","2013-05-22"
5474,17,113,1,"Tuesday",4,"June",2013,"agriculture reform, food, and jobs act of 2013--continued","2013-06-04"
5475,5,113,1,"Wednesday",15,"May",2013,"agriculture reform, food, and jobs act of 2013--motion to proceed","2013-05-15"
5476,7,113,1,"Thursday",24,"January",2013,"amending the standing rules and procedure of the senate","2013-01-24"
5477,19,113,1,"Thursday",28,"February",2013,"american family economic protection act of 2013--motion to proceed","2013-02-28"
5478,8,113,1,"Monday",9,"September",2013,"authorizing the limited and specified use of the united states armed forces against syria--motion to proceed","2013-09-09"
5479,6,113,1,"Tuesday",10,"September",2013,"authorizing the limited and specified use of the united states armed forces against syria--motion to proceed--continued","2013-09-10"
5480,11,113,2,"Wednesday",11,"June",2014,"bank on student emergency loan refinancing act--motion to proceed","2014-06-11"
5481,12,113,2,"Thursday",11,"September",2014,"bank on students emergency loan refinancing act--motion to proceed","2014-09-11"
5482,5,113,2,"Thursday",11,"September",2014,"bank on students emergency loan refinancing act--motion to proceed-- continued","2014-09-11"
5483,5,113,2,"Thursday",19,"June",2014,"bipartisan sportsmen's act of 2014--motion to proceed","2014-06-19"
5484,12,113,2,"Tuesday",8,"July",2014,"bipartisan sportsmen's act of 2014--motion to proceed--continued","2014-07-08"
5485,9,113,1,"Tuesday",11,"June",2013,"border security, economic opportunity, and immigration modernization act","2013-06-11"
5486,23,113,1,"Wednesday",12,"June",2013,"border security, economic opportunity, and immigration modernization act","2013-06-12"
5487,7,113,1,"Thursday",13,"June",2013,"border security, economic opportunity, and immigration modernization act","2013-06-13"
5488,7,113,1,"Tuesday",18,"June",2013,"border security, economic opportunity, and immigration modernization act","2013-06-18"
5489,23,113,1,"Wednesday",19,"June",2013,"border security, economic opportunity, and immigration modernization act","2013-06-19"
5490,29,113,1,"Thursday",20,"June",2013,"border security, economic opportunity, and immigration modernization act","2013-06-20"
5491,7,113,1,"Friday",21,"June",2013,"border security, economic opportunity, and immigration modernization act","2013-06-21"
5492,13,113,1,"Monday",24,"June",2013,"border security, economic opportunity, and immigration modernization act","2013-06-24"
5493,6,113,1,"Tuesday",25,"June",2013,"border security, economic opportunity, and immigration modernization act","2013-06-25"
5494,37,113,1,"Wednesday",26,"June",2013,"border security, economic opportunity, and immigration modernization act","2013-06-26"
5495,16,113,1,"Thursday",13,"June",2013,"border security, economic opportunity, and immigration modernization act--continued","2013-06-13"
5496,18,113,1,"Tuesday",18,"June",2013,"border security, economic opportunity, and immigration modernization act--continued","2013-06-18"
5497,22,113,1,"Tuesday",25,"June",2013,"border security, economic opportunity, and immigration modernization act--continued","2013-06-25"
5498,23,113,1,"Thursday",27,"June",2013,"border security, economic opportunity, and immigration modernization act--continued","2013-06-27"
5499,5,113,1,"Friday",7,"June",2013,"border security, economic opportunity, and immigration modernization act--motion to proceed","2013-06-07"
5500,6,113,1,"Monday",10,"June",2013,"border security, economic opportunity, and immigration modernization act--motion to proceed","2013-06-10"
5501,10,113,1,"Tuesday",11,"June",2013,"border security, economic opportunity, and immigration modernization act--motion to proceed","2013-06-11"
5502,8,113,1,"Wednesday",6,"March",2013,"brennan nomination","2013-03-06"
5503,8,113,2,"Thursday",17,"July",2014,"bring jobs back home act--motion to proceed--continued","2014-07-17"
5504,6,113,2,"Wednesday",23,"July",2014,"bring jobs home act--motion to proceed","2014-07-23"
5505,19,113,2,"Thursday",24,"July",2014,"bring jobs home act--motion to proceed","2014-07-24"
5506,5,113,2,"Thursday",17,"July",2014,"bring jobs home act--motion to proceed--continued","2014-07-17"
5507,15,113,2,"Thursday",5,"June",2014,"burwell nomination","2014-06-05"
5508,7,113,2,"Thursday",13,"March",2014,"child care and development block grant act of 2014","2014-03-13"
5509,16,113,2,"Thursday",13,"November",2014,"child care and development block grant of 2014--resumed","2014-11-13"
5510,5,113,2,"Thursday",22,"May",2014,"chinese trade practices","2014-05-22"
5511,15,113,2,"Monday",10,"March",2014,"climate change--(continued)","2014-03-10"
5512,5,113,2,"Tuesday",13,"May",2014,"cloture motion","2014-05-13"
5513,5,113,1,"Wednesday",19,"June",2013,"commemorating john lewis","2013-06-19"
5514,21,113,2,"Wednesday",18,"June",2014,"commerce, justice, science, and related agencies appropriations act, 2015--motion to proceed","2014-06-18"
5515,7,113,2,"Thursday",19,"June",2014,"commerce, justice, science, and related agencies appropriations act, 2015--motion to proceed","2014-06-19"
5516,7,113,2,"Thursday",12,"June",2014,"commerce, justice, science, and related agencies appropriations act, 2015--motion to proceed--continued","2014-06-12"
5517,15,113,2,"Wednesday",26,"February",2014,"comprehensive veterans health and benefits and military retirement pay restoration act of 2014--motion to proceed","2014-02-26"
5518,15,113,2,"Thursday",27,"February",2014,"comprehensive veterans health and benefits and military retirement pay restoration act of 2014--motion to proceed","2014-02-27"
5519,9,113,2,"Tuesday",25,"February",2014,"comprehensive veterans health and benefits and military retirement pay restoration act of 2014--motion to proceed--continued","2014-02-25"
5520,67,113,1,"Friday",22,"March",2013,"concurrent budget resolution on the budget, fiscal year 2014","2013-03-22"
5521,9,113,1,"Wednesday",20,"March",2013,"concurrent resolution on the budget fiscal year 2014","2013-03-20"
5522,49,113,1,"Thursday",21,"March",2013,"concurrent resolution on the budget, fiscal year 2014","2013-03-21"
5523,8,113,2,"Monday",8,"September",2014,"constitutional amendment","2014-09-08"
5524,5,113,1,"Tuesday",12,"March",2013,"continuing appropriations","2013-03-12"
5525,21,113,1,"Monday",30,"September",2013,"continuing appropriations","2013-09-30"
5526,28,113,1,"Tuesday",1,"October",2013,"continuing appropriations","2013-10-01"
5527,23,113,1,"Wednesday",2,"October",2013,"continuing appropriations","2013-10-02"
5528,11,113,1,"Thursday",3,"October",2013,"continuing appropriations","2013-10-03"
5529,16,113,1,"Friday",4,"October",2013,"continuing appropriations","2013-10-04"
5530,20,113,1,"Saturday",5,"October",2013,"continuing appropriations","2013-10-05"
5531,14,113,1,"Monday",7,"October",2013,"continuing appropriations","2013-10-07"
5532,25,113,1,"Tuesday",8,"October",2013,"continuing appropriations","2013-10-08"
5533,32,113,1,"Wednesday",9,"October",2013,"continuing appropriations","2013-10-09"
5534,21,113,2,"Thursday",18,"September",2014,"continuing appropriations resolution, 2015","2014-09-18"
5535,6,113,2,"Wednesday",17,"September",2014,"continuing resolution","2014-09-17"
5536,12,113,1,"Thursday",10,"October",2013,"default prevention act of 2013--motion to proceed","2013-10-10"
5537,17,113,1,"Sunday",13,"October",2013,"default prevention act of 2013--motion to proceed","2013-10-13"
5538,12,113,1,"Monday",14,"October",2013,"default prevention act of 2013--motion to proceed","2013-10-14"
5539,10,113,1,"Tuesday",15,"October",2013,"default prevention act of 2013--motion to proceed","2013-10-15"
5540,35,113,1,"Wednesday",16,"October",2013,"default prevention act of 2013--motion to proceed","2013-10-16"
5541,9,113,1,"Thursday",10,"October",2013,"default prevention act of 2013--motion to proceed--continued","2013-10-10"
5542,14,113,1,"Friday",11,"October",2013,"default prevention act of 2013--motion to proceed--continued","2013-10-11"
5543,10,113,1,"Saturday",12,"October",2013,"default prevention act of 2013--motion to proceed--continued","2013-10-12"
5544,12,113,1,"Tuesday",15,"October",2013,"default prevention act of 2013--motion to proceed--continued","2013-10-15"
5545,6,113,1,"Thursday",31,"January",2013,"democratic announcments","2013-01-31"
5546,13,113,1,"Tuesday",12,"March",2013,"department of defense, military construction and veterans affairs, and continued","2013-03-12"
5547,26,113,1,"Wednesday",13,"March",2013,"department of defense, military construction and veterans affairs, and full-year continuing appropriations act, 2013","2013-03-13"
5548,6,113,1,"Thursday",14,"March",2013,"department of defense military construction and veterans affairs, and full-year continuing appropriations act, 2013","2013-03-14"
5549,11,113,1,"Monday",18,"March",2013,"department of defense, military construction and veterans affairs, and full-year continuing appropriations act, 2013","2013-03-18"
5550,21,113,1,"Wednesday",20,"March",2013,"department of defense, military construction and veterans affairs, and full-year continuing appropriations act, 2013","2013-03-20"
5551,17,113,1,"Tuesday",19,"March",2013,"department of defense, military construction and veterans affairs, and full-year continuing appropriations act, 2013--continued","2013-03-19"
5552,17,113,1,"Thursday",14,"March",2013,"department of defense, military construction and veterans affairs, and full-year continuing appropriations act, 2013--resumed","2013-03-14"
5553,8,113,1,"Tuesday",29,"October",2013,"disapproval of the president's exercise of authority to suspend the debt limit--motion to proceed","2013-10-29"
5554,5,113,1,"Thursday",14,"November",2013,"drug quality and security act","2013-11-14"
5555,17,113,1,"Wednesday",6,"November",2013,"drug quality and security act--motion to proceed","2013-11-06"
5556,5,113,1,"Wednesday",13,"November",2013,"drug quality and security act--motion to proceed","2013-11-13"
5557,12,113,1,"Thursday",7,"November",2013,"drug quality and security act--motion to proceed--continued","2013-11-07"
5558,15,113,1,"Wednesday",13,"November",2013,"drug quality and security act--motion to proceed--continued","2013-11-13"
5559,7,113,2,"Thursday",9,"January",2014,"emergency unemployment compensation extension act","2014-01-09"
5560,6,113,2,"Monday",13,"January",2014,"emergency unemployment compensation extension act","2014-01-13"
5561,10,113,2,"Tuesday",14,"January",2014,"emergency unemployment compensation extension act","2014-01-14"
5562,15,113,2,"Thursday",6,"February",2014,"emergency unemployment compensation extension act","2014-02-06"
5563,12,113,2,"Tuesday",14,"January",2014,"emergency unemployment compensation extension act--continued","2014-01-14"
5564,23,113,2,"Wednesday",8,"January",2014,"emergency unemployment compensation extension act--motion to proceed","2014-01-08"
5565,13,113,2,"Tuesday",7,"January",2014,"emergency unemployment compensation extension act--motion to proceed-- continued","2014-01-07"
5566,18,113,1,"Thursday",7,"November",2013,"employment non-discrimination act of 2013","2013-11-07"
5567,8,113,1,"Tuesday",5,"November",2013,"employment non-discrimination act of 2013--motion to proceed","2013-11-05"
5568,8,113,1,"Tuesday",5,"November",2013,"employment non-discrimination act of 2013--motion to proceed--continued","2013-11-05"
5569,16,113,1,"Wednesday",11,"September",2013,"energy savings and industrial competitiveness act of 2013","2013-09-11"
5570,21,113,1,"Thursday",12,"September",2013,"energy savings and industrial competitiveness act of 2013","2013-09-12"
5571,16,113,1,"Tuesday",17,"September",2013,"energy savings and industrial competitiveness act of 2013","2013-09-17"
5572,24,113,1,"Wednesday",18,"September",2013,"energy savings and industrial competitiveness act of 2013","2013-09-18"
5573,7,113,1,"Thursday",19,"September",2013,"energy savings and industrial competitiveness act of 2013","2013-09-19"
5574,18,113,2,"Tuesday",6,"May",2014,"energy savings and industrial competitiveness act of 2014--motion to proceed--continued","2014-05-06"
5575,13,113,2,"Wednesday",7,"May",2014,"energy savings and industrial competitiveness act of 2014--motion to proceed--resumed","2014-05-07"
5576,6,113,2,"Monday",12,"May",2014,"energy savings and industrial competitiveness act of 2014--resumed","2014-05-12"
5577,9,113,1,"Thursday",31,"January",2013,"ensuring the complete and timely payment of the obligations of the united states government","2013-01-31"
5578,11,113,1,"Tuesday",29,"January",2013,"executive session","2013-01-29"
5579,7,113,1,"Wednesday",13,"February",2013,"executive session","2013-02-13"
5580,24,113,1,"Thursday",14,"February",2013,"executive session","2013-02-14"
5581,8,113,1,"Tuesday",26,"February",2013,"executive session","2013-02-26"
5582,13,113,1,"Wednesday",27,"February",2013,"executive session","2013-02-27"
5583,12,113,1,"Thursday",7,"March",2013,"executive session","2013-03-07"
5584,6,113,1,"Thursday",18,"April",2013,"executive session","2013-04-18"
5585,10,113,1,"Wednesday",24,"April",2013,"executive session","2013-04-24"
5586,10,113,1,"Wednesday",15,"May",2013,"executive session","2013-05-15"
5587,5,113,1,"Monday",8,"July",2013,"executive session","2013-07-08"
5588,7,113,1,"Tuesday",9,"July",2013,"executive session","2013-07-09"
5589,13,113,1,"Tuesday",16,"July",2013,"executive session","2013-07-16"
5590,12,113,1,"Wednesday",17,"July",2013,"executive session","2013-07-17"
5591,11,113,1,"Thursday",18,"July",2013,"executive session","2013-07-18"
5592,5,113,1,"Monday",29,"July",2013,"executive session","2013-07-29"
5593,5,113,1,"Wednesday",31,"July",2013,"executive session","2013-07-31"
5594,14,113,1,"Thursday",1,"August",2013,"executive session","2013-08-01"
5595,13,113,1,"Tuesday",29,"October",2013,"executive session","2013-10-29"
5596,7,113,1,"Wednesday",30,"October",2013,"executive session","2013-10-30"
5597,15,113,1,"Thursday",31,"October",2013,"executive session","2013-10-31"
5598,6,113,1,"Monday",4,"November",2013,"executive session","2013-11-04"
5599,11,113,1,"Thursday",21,"November",2013,"executive session","2013-11-21"
5600,28,113,1,"Wednesday",11,"December",2013,"executive session","2013-12-11"
5601,8,113,1,"Friday",20,"December",2013,"executive session","2013-12-20"
5602,8,113,2,"Monday",6,"January",2014,"executive session","2014-01-06"
5603,7,113,2,"Wednesday",12,"February",2014,"executive session","2014-02-12"
5604,7,113,2,"Monday",24,"February",2014,"executive session","2014-02-24"
5605,6,113,2,"Wednesday",5,"March",2014,"executive session","2014-03-05"
5606,9,113,2,"Monday",9,"June",2014,"executive session","2014-06-09"
5607,7,113,2,"Tuesday",10,"June",2014,"executive session","2014-06-10"
5608,5,113,2,"Thursday",12,"June",2014,"executive session","2014-06-12"
5609,8,113,2,"Thursday",26,"June",2014,"executive session","2014-06-26"
5610,5,113,2,"Thursday",10,"July",2014,"executive session","2014-07-10"
5611,8,113,2,"Tuesday",15,"July",2014,"executive session","2014-07-15"
5612,12,113,2,"Wednesday",16,"July",2014,"executive session","2014-07-16"
5613,5,113,2,"Tuesday",29,"July",2014,"executive session","2014-07-29"
5614,13,113,1,"Thursday",16,"May",2013,"executive session nomination of ernest j. moniz to be secretary of energy","2013-05-16"
5615,6,113,2,"Wednesday",7,"May",2014,"expire act of 2014--motion to proceed","2014-05-07"
5616,6,113,1,"Monday",9,"December",2013,"extending the undetectable firearms act of 1988","2013-12-09"
5617,5,113,1,"Thursday",24,"January",2013,"extension of morning business","2013-01-24"
5618,7,113,2,"Thursday",19,"June",2014,"foreign policy","2014-06-19"
5619,5,113,1,"Monday",15,"April",2013,"gun safety","2013-04-15"
5620,11,113,1,"Tuesday",5,"March",2013,"health care","2013-03-05"
5621,5,113,1,"Monday",4,"November",2013,"health care","2013-11-04"
5622,9,113,2,"Wednesday",26,"February",2014,"health care","2014-02-26"
5623,10,113,2,"Thursday",27,"February",2014,"health care","2014-02-27"
5624,5,113,2,"Wednesday",29,"January",2014,"health care reform","2014-01-29"
5625,16,113,2,"Tuesday",29,"July",2014,"highway and transportation funding act of 2014","2014-07-29"
5626,5,113,2,"Thursday",8,"May",2014,"hire more heroes act of 2014--motion to proceed","2014-05-08"
5627,7,113,2,"Wednesday",14,"May",2014,"hire more heroes act of 2014--motion to proceed","2014-05-14"
5628,9,113,2,"Thursday",8,"May",2014,"hire more heroes act of 2014--motion to proceed--continued","2014-05-08"
5629,18,113,2,"Tuesday",13,"May",2014,"hire more heroes act of 2014--motion to proceed--continued","2014-05-13"
5630,6,113,2,"Thursday",13,"March",2014,"homeowner flood insurance affordability act of 2013","2014-03-13"
5631,6,113,2,"Wednesday",15,"January",2014,"homeowner flood insurance affordability act of 2013--motion to proceed","2014-01-15"
5632,12,113,2,"Wednesday",15,"January",2014,"homeowner flood insurance affordability act of 2013--motion to proceed--continued","2014-01-15"
5633,25,113,2,"Wednesday",29,"January",2014,"homeowner flood insurance affordability act of 2014","2014-01-29"
5634,9,113,2,"Thursday",30,"January",2014,"homeowner flood insurance affordability act of 2014","2014-01-30"
5635,14,113,2,"Monday",27,"January",2014,"homeowner flood insurance affordability act of 2014--motion to proceed","2014-01-27"
5636,7,113,2,"Tuesday",28,"January",2014,"homeowner flood insurance affordability act of 2014--motion to proceed","2014-01-28"
5637,5,113,2,"Thursday",16,"January",2014,"homeowner flood insurance affordability act of 2014--motion to proceed--continued","2014-01-16"
5638,6,113,2,"Tuesday",28,"January",2014,"homeowner flood insurance affordability act of 2014--motion to proceed--continued","2014-01-28"
5639,5,113,1,"Thursday",21,"November",2013,"honoring president john f. kennedy","2013-11-21"
5640,6,113,1,"Thursday",27,"June",2013,"immigration reform","2013-06-27"
5641,10,113,2,"Tuesday",9,"September",2014,"isil","2014-09-09"
5642,5,113,2,"Tuesday",9,"September",2014,"isis","2014-09-09"
5643,5,113,2,"Thursday",15,"May",2014,"justice and mental health collaboration act of 2013--motion to proceed","2014-05-15"
5644,7,113,1,"Wednesday",10,"July",2013,"keep student loans afforable act of 2013--motion to proceed--continued","2013-07-10"
5645,6,113,1,"Tuesday",9,"July",2013,"keep student loans affordable act of 2013--motion to proceed","2013-07-09"
5646,15,113,1,"Wednesday",10,"July",2013,"keep student loans affordable act of 2013--motion to proceed","2013-07-10"
5647,16,113,1,"Tuesday",9,"July",2013,"keep student loans affordable act of 2013--motion to proceed--continued","2013-07-09"
5648,6,113,1,"Thursday",21,"November",2013,"legislative session","2013-11-21"
5649,15,113,2,"Thursday",6,"February",2014,"legislative session","2014-02-06"
5650,20,113,2,"Wednesday",12,"March",2014,"legislative session","2014-03-12"
5651,22,113,2,"Thursday",13,"March",2014,"legislative session","2014-03-13"
5652,9,113,2,"Wednesday",26,"March",2014,"legislative session","2014-03-26"
5653,8,113,2,"Wednesday",2,"April",2014,"legislative session","2014-04-02"
5654,7,113,2,"Tuesday",8,"April",2014,"legislative session","2014-04-08"
5655,11,113,2,"Thursday",1,"May",2014,"legislative session","2014-05-01"
5656,6,113,2,"Thursday",15,"May",2014,"legislative session","2014-05-15"
5657,10,113,2,"Tuesday",15,"July",2014,"legislative session","2014-07-15"
5658,5,113,2,"Monday",21,"July",2014,"legislative session","2014-07-21"
5659,11,113,2,"Tuesday",22,"July",2014,"legislative session","2014-07-22"
5660,23,113,2,"Wednesday",23,"July",2014,"legislative session","2014-07-23"
5661,12,113,2,"Tuesday",16,"September",2014,"legislative session","2014-09-16"
5662,16,113,2,"Wednesday",17,"September",2014,"legislative session","2014-09-17"
5663,21,113,2,"Wednesday",11,"June",2014,"making continuing appropriations during a government shutdown","2014-06-11"
5664,30,113,1,"Wednesday",18,"December",2013,"making continuing appropriations for fiscal year 2013","2013-12-18"
5665,21,113,1,"Thursday",26,"September",2013,"making continuing appropriations for fiscal year 2014","2013-09-26"
5666,18,113,1,"Friday",27,"September",2013,"making continuing appropriations for fiscal year 2014","2013-09-27"
5667,19,113,1,"Thursday",26,"September",2013,"making continuing appropriations for fiscal year 2014--continued","2013-09-26"
5668,25,113,1,"Tuesday",17,"December",2013,"making continuing appropriations for fiscal year 2014--continued","2013-12-17"
5669,7,113,1,"Monday",23,"September",2013,"making continuing appropriations for fiscal year 2014--motion to proceed--continued","2013-09-23"
5670,14,113,1,"Tuesday",24,"September",2013,"making continuing appropriations for fiscal year 2014--motion to proceed--continued","2013-09-24"
5671,7,113,1,"Tuesday",17,"December",2013,"making continuing appropriations for fiscal year 2014--resumed","2013-12-17"
5672,8,113,2,"Thursday",31,"July",2014,"making emergency supplemental appropriations for the fiscal year ending september 30, 2014--continued","2014-07-31"
5673,31,113,2,"Thursday",31,"July",2014,"making emergency supplemental appropriations for the fiscal year ending september 30, 2014--motion to proceed","2014-07-31"
5674,5,113,2,"Wednesday",30,"July",2014,"making emergency supplemental appropriations for the fiscal year ending september 30, 2014--motion to proceed--continued","2014-07-30"
5675,14,113,1,"Monday",28,"January",2013,"making supplemental appropriations for the fiscal year ending september 30, 2013","2013-01-28"
5676,5,113,1,"Monday",22,"April",2013,"marketplace fairness act 0f 2013--motion to proceed","2013-04-22"
5677,9,113,1,"Monday",22,"April",2013,"marketplace fairness act","2013-04-22"
5678,5,113,1,"Monday",6,"May",2013,"marketplace fairness act","2013-05-06"
5679,7,113,1,"Thursday",18,"April",2013,"marketplace fairness act--motion to proceed","2013-04-18"
5680,18,113,1,"Wednesday",24,"April",2013,"marketplace fairness act of 2013","2013-04-24"
5681,7,113,1,"Thursday",25,"April",2013,"marketplace fairness act of 2013","2013-04-25"
5682,13,113,1,"Thursday",25,"April",2013,"marketplace fairness act of 2013--continued","2013-04-25"
5683,5,113,1,"Tuesday",23,"April",2013,"marketplace fairness act of 2013--motion to proceed","2013-04-23"
5684,13,113,1,"Tuesday",23,"April",2013,"marketplace fairness act of 2013--motion to proceed--continued","2013-04-23"
5685,5,113,1,"Thursday",14,"November",2013,"military justice improvement act","2013-11-14"
5686,19,113,2,"Thursday",6,"March",2014,"military justice improvement act","2014-03-06"
5687,5,113,2,"Monday",31,"March",2014,"minimum wage fairness act--motion to proceed","2014-03-31"
5688,5,113,2,"Thursday",10,"April",2014,"minimum wage fairness act--motion to proceed","2014-04-10"
5689,26,113,2,"Tuesday",29,"April",2014,"minimum wage fairness act--motion to proceed--continued","2014-04-29"
5690,17,113,2,"Wednesday",30,"April",2014,"minimum wage fairness act--motion to proceed--continued","2014-04-30"
5691,10,113,1,"Friday",4,"October",2013,"morning business","2013-10-04"
5692,30,113,2,"Monday",10,"March",2014,"morning business","2014-03-10"
5693,8,113,2,"Tuesday",29,"July",2014,"morning business","2014-07-29"
5694,5,113,1,"Wednesday",20,"November",2013,"national defense authorization act","2013-11-20"
5695,9,113,1,"Tuesday",19,"November",2013,"national defense authorization act for fiscal year 2014","2013-11-19"
5696,28,113,1,"Wednesday",20,"November",2013,"national defense authorization act for fiscal year 2014","2013-11-20"
5697,5,113,1,"Wednesday",18,"December",2013,"national defense authorization act for fiscal year 2014","2013-12-18"
5698,16,113,1,"Thursday",19,"December",2013,"national defense authorization act for fiscal year 2014","2013-12-19"
5699,10,113,1,"Tuesday",19,"November",2013,"national defense authorization act for fiscal year 2014--continued","2013-11-19"
5700,33,113,1,"Thursday",19,"December",2013,"national defense authorization act for fiscal year 2014--continued","2013-12-19"
5701,9,113,1,"Monday",18,"November",2013,"national defense authorization act for fiscal year 2014--motion to proceed","2013-11-18"
5702,13,113,2,"Thursday",5,"June",2014,"nomination of carolyn hessler-radelet to be director of the peace corps","2014-06-05"
5703,7,113,1,"Wednesday",11,"December",2013,"nomination of chai rachel feldblum to be a member of the equal employment opportunity commission","2013-12-11"
5704,9,113,2,"Wednesday",26,"March",2014,"nomination of christopher reid cooper to be u.s. district judge for the district of columbia","2014-03-26"
5705,15,113,2,"Wednesday",21,"May",2014,"nomination of david jeremiah barron to be united states circuit judge for the first circuit--continued","2014-05-21"
5706,6,113,1,"Wednesday",11,"December",2013,"nomination of heather anne higginbottom to be deputy secretary of state for management and resources","2013-12-11"
